Date,Open,High,Low,Close,Volume,Market Cap,EMA10,EMA30,ATR
2013-08-04,0.01,0.01,0.01,0.01,0.0,45983577.0,0.01,0.01,0.0
2013-08-05,0.01,0.01,0.01,0.01,0.0,43879157.0,0.01,0.01,0.0
2013-08-06,0.01,0.01,0.0,0.0,0.0,36591008.0,0.00818181818181818,0.00935483870967742,0.0007142857142857143
2013-08-07,0.0,0.0,0.0,0.0,0.0,34534121.0,0.006694214876033056,0.00875130072840791,0.000663265306122449
2013-08-08,0.0,0.0,0.0,0.0,0.0,33258632.0,0.0054770848985725,0.008186700681413852,0.0006158892128279884
2013-08-09,0.0,0.0,0.0,0.0,0.0,33547503.0,0.004481251280650227,0.007658526443903282,0.0005718971261974178
2013-08-10,0.0,0.0,0.0,0.0,0.0,33724969.0,0.003666478320532004,0.007164427963651457,0.0005310473314690308
2013-08-11,0.0,0.0,0.0,0.0,0.0,34518485.0,0.002999845898617094,0.006702206804706202,0.0004931153792212429
2013-08-12,0.0,0.0,0.0,0.0,0.0,34778195.0,0.002454419371595804,0.0062698063656929,0.00045789285213401125
2013-08-13,0.0,0.0,0.0,0.0,0.0,33190304.0,0.0020081613040329304,0.005865302729196584,0.00042518621983872473
2013-08-14,0.0,0.0,0.0,0.0,0.0,29617450.0,0.0016430410669360338,0.005486896101506483,0.0003948157755645301
2013-08-15,0.0,0.0,0.0,0.0,0.0,24172681.0,0.0013443063274931185,0.005132902804635097,0.00036661464873849226
2013-08-16,0.0,0.0,0.0,0.0,0.0,24497514.0,0.0010998869952216423,0.00480174778498122,0.00034042788811431427
2013-08-17,0.0,0.01,0.0,0.01,0.0,44335331.0,0.002718089359726798,0.0051371188956275925,0.0010303973246775775
2013-08-18,0.01,0.01,0.01,0.01,0.0,43916527.0,0.004042073112503744,0.005450853160425812,0.0009567975157720363
2013-08-19,0.01,0.01,0.01,0.01,0.0,41125306.0,0.005125332546593973,0.005744346504914469,0.0008884548360740338
2013-08-20,0.01,0.01,0.01,0.01,0.0,47673883.0,0.006011635719940523,0.006018904794919988,0.00082499377635446
2013-08-21,0.01,0.01,0.01,0.01,0.0,47928746.0,0.006736792861769519,0.006275749646860633,0.0007660656494719986
2013-08-22,0.01,0.01,0.01,0.01,0.0,40205218.0,0.007330103250538697,0.006516023863192206,0.000711346674509713
2013-08-23,0.01,0.01,0.0,0.01,0.0,40172930.0,0.007815539023168025,0.006740796517179806,0.0013748219120447336
2013-08-24,0.01,0.01,0.01,0.01,0.0,43357939.0,0.008212713746228383,0.0069510677096198195,0.0012766203468986812
2013-08-25,0.01,0.01,0.01,0.01,0.0,47719539.0,0.008537674883277767,0.007147773018676605,0.0011854331792630613
2013-08-26,0.01,0.01,0.01,0.01,0.0,50166773.0,0.008803552177227263,0.007331787662632953,0.0011007593807442712
2013-08-27,0.01,0.01,0.01,0.01,0.0,50441338.0,0.009021088145004123,0.0075039303940759895,0.001022133710691109
2013-08-28,0.01,0.01,0.01,0.01,0.0,48830305.0,0.009199072118639736,0.007664967142845281,0.0009491241599274584
2013-08-29,0.01,0.01,0.01,0.01,0.0,45051372.0,0.009344695369796147,0.007815614423952037,0.0008813295770754971
2013-08-30,0.01,0.01,0.01,0.01,0.0,46362745.0,0.009463841666196847,0.007956542525632552,0.0008183774644272473
2013-08-31,0.01,0.01,0.01,0.01,0.0,44028635.0,0.009561324999615602,0.008088378491720775,0.0007599219312538725
2013-09-01,0.01,0.01,0.01,0.01,0.0,45239783.0,0.009641084090594582,0.008211708911609758,0.0007056417933071674
2013-09-02,0.01,0.01,0.01,0.01,0.0,43216200.0,0.009706341528668293,0.008327082530215581,0.0006552388080709412
2013-09-03,0.01,0.01,0.01,0.01,0.0,44326106.0,0.00975973397800133,0.008435012689556511,0.000608436036065874
2013-09-04,0.01,0.01,0.01,0.01,0.0,44522804.0,0.009803418709273815,0.00853597961281093,0.0005649763192040259
2013-09-05,0.01,0.01,0.01,0.01,0.0,44677286.0,0.00983916076213312,0.008630432541016676,0.0005246208678323098
2013-09-06,0.01,0.01,0.01,0.01,0.0,45856302.0,0.009868404259927098,0.008718791731918826,0.0004871479487014305
2013-09-07,0.01,0.01,0.01,0.01,0.0,48259599.0,0.00989233075812217,0.008801450329859547,0.00045235166665132836
2013-09-08,0.01,0.01,0.01,0.01,0.0,48338325.0,0.009911906983918138,0.008878776115029898,0.00042004083331909065
2013-09-09,0.01,0.01,0.01,0.01,0.0,49018247.0,0.00992792389593302,0.008951113139866679,0.00039003791665344134
2013-09-10,0.01,0.01,0.01,0.01,0.0,45404897.0,0.009941028642127016,0.00901878325987528,0.00036217806546390985
2013-09-11,0.01,0.01,0.01,0.01,0.0,49043421.0,0.00995175070719483,0.009082087565689779,0.00033630820364505916
2013-09-12,0.01,0.01,0.01,0.01,0.0,49632890.0,0.009960523305886678,0.009141307722742052,0.0003122861890989835
2013-09-13,0.01,0.01,0.01,0.01,0.0,50918776.0,0.009967700886634553,0.009196707224500628,0.00028998003273477036
2013-09-14,0.01,0.01,0.01,0.01,0.0,49564170.0,0.009973573452700998,0.009248532564855427,0.00026926717325371537
2013-09-15,0.01,0.01,0.01,0.01,0.0,50595585.0,0.009978378279482633,0.009297014334864753,0.0002500338037355929
2013-09-16,0.01,0.01,0.01,0.01,0.0,55164281.0,0.00998230950139488,0.009342368248744447,0.00023217424632590767
2013-09-17,0.01,0.01,0.01,0.01,0.0,75152827.0,0.00998552595568672,0.00938479610366416,0.00021559037158834285
2013-09-18,0.01,0.01,0.01,0.01,0.0,84291706.0,0.009988157600107316,0.00942448667762131,0.00020019105933203265
2013-09-19,0.01,0.01,0.01,0.01,0.0,85666873.0,0.009990310763724166,0.009461616569387678,0.0001858916979511732
2013-09-20,0.01,0.01,0.01,0.01,0.0,79063101.0,0.009992072443047045,0.009496350984265893,0.0001726137195260894
2013-09-21,0.01,0.01,0.01,0.01,0.0,75835642.0,0.00999351381703849,0.009528844469151965,0.00016028416813136873
2013-09-22,0.01,0.01,0.01,0.01,0.0,81353743.0,0.00999469312303149,0.00955924160017442,0.00014883529897912812
2013-09-23,0.01,0.01,0.01,0.01,0.0,78239096.0,0.009995658009753036,0.00958767762596962,0.0001382042061949047
2013-09-24,0.01,0.01,0.01,0.01,0.0,81684440.0,0.009996447462525211,0.00961427906945545,0.00012833247718098292
2013-09-25,0.01,0.01,0.01,0.01,0.0,81563262.0,0.009997093378429717,0.009639164290780905,0.00011916587166805558
2013-09-26,0.01,0.01,0.01,0.01,0.0,91574070.0,0.009997621855078858,0.00966244401395633,0.0001106540236917659
2013-09-27,0.01,0.01,0.01,0.01,0.0,113875383.0,0.00999805424506452,0.009684221819507535,0.00010275016485663978
2013-09-28,0.01,0.01,0.01,0.01,0.0,108162069.0,0.009998408018689151,0.009704594605345758,9.54108673668798e-05
2013-09-29,0.01,0.01,0.01,0.01,0.0,100599042.0,0.009998697469836577,0.009723653017904097,8.859580541210268e-05
2013-09-30,0.01,0.01,0.01,0.01,0.0,85467517.0,0.009998934293502652,0.009741481855458672,8.226753359695249e-05
2013-10-01,0.01,0.01,0.01,0.01,0.0,82312216.0,0.00999912805832035,0.009758160445429081,7.639128119717017e-05
2013-10-02,0.01,0.01,0.01,0.01,0.0,61466360.0,0.009999286593171194,0.009773762997336882,7.093476111165801e-05
2013-10-03,0.01,0.01,0.01,0.01,0.0,71234188.0,0.009999416303503704,0.009788358932992567,6.58679924608253e-05
2013-10-04,0.01,0.01,0.01,0.01,0.0,77187120.0,0.009999522430139393,0.009802013195380144,6.116313585648063e-05
2013-10-05,0.01,0.01,0.01,0.01,0.0,74176060.0,0.009999609261023138,0.009814786537613683,5.6794340438160584e-05
2013-10-06,0.01,0.01,0.01,0.01,0.0,76764407.0,0.009999680304473476,0.009826735793251511,5.273760183543483e-05
2013-10-07,0.01,0.01,0.01,0.01,0.0,72233940.0,0.009999738430932843,0.00983791412917077,4.897063027576091e-05
2013-10-08,0.01,0.01,0.01,0.01,0.0,73884453.0,0.009999785988945051,0.009848371282127493,4.547272811320656e-05
2013-10-09,0.01,0.01,0.01,0.01,0.0,75545285.0,0.00999982490004595,0.009858153780054751,4.2224676105120384e-05
2013-10-10,0.01,0.01,0.01,0.01,0.0,77089631.0,0.009999856736401231,0.009867305149083478,3.92086278118975e-05
2013-10-11,0.01,0.01,0.01,0.01,0.0,70127097.0,0.00999988278432828,0.009875866107207124,3.640801153961911e-05
2013-10-12,0.01,0.01,0.01,0.01,0.0,73347833.0,0.00999990409626859,0.009883874745451826,3.380743928678917e-05
2013-10-13,0.01,0.01,0.01,0.01,0.0,65761509.0,0.009999921533310665,0.00989136669735816,3.139262219487566e-05
2013-10-14,0.01,0.01,0.01,0.01,0.0,66366536.0,0.009999935799981452,0.009898375297528602,2.9150292038098826e-05
2013-10-15,0.01,0.01,0.01,0.01,0.0,62941909.0,0.009999947472712096,0.009904931729946111,2.7068128321091768e-05
2013-10-16,0.01,0.01,0.01,0.01,0.0,57107730.0,0.009999957023128078,0.00991106516672378,2.5134690583870928e-05
2013-10-17,0.01,0.01,0.01,0.01,0.0,65224107.0,0.00999996483710479,0.009916802897902892,2.3339355542165863e-05
2013-10-18,0.01,0.01,0.01,0.01,0.0,62093355.0,0.009999971230358463,0.009922170452876898,2.1672258717725444e-05
2013-10-19,0.01,0.01,0.01,0.01,0.0,56694711.0,0.009999976461202377,0.009927191713981615,2.012424023788791e-05
2013-10-20,0.01,0.01,0.01,0.01,0.0,52377125.0,0.009999980740983763,0.009931889022756995,1.8686794506610205e-05
2013-10-21,0.01,0.01,0.01,0.01,0.0,51865992.0,0.009999984242623078,0.009936283279353319,1.735202347042376e-05
2013-10-22,0.01,0.01,0.01,0.01,0.0,53516426.0,0.0099999871076007,0.009940394035524073,1.611259322253635e-05
2013-10-23,0.01,0.01,0.01,0.01,0.0,61551184.0,0.009999989451673299,0.009944239581619295,1.4961693706640897e-05
2013-10-24,0.01,0.01,0.01,0.01,0.0,67201721.0,0.00999999136955088,0.009947837027966437,1.3893001299023691e-05
2013-10-25,0.01,0.01,0.01,0.01,0.0,53632209.0,0.009999992938723445,0.00995120238100086,1.2900644063379142e-05
